wareh,capacity,buffer,QMK,CHIM,CHI,KLQ,GO,GP,GS,BS
4.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,2400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,2400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,2400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,2400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,2400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,2400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,3600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,3600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,3600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,3600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,3600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,3600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,3600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,3600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,3600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,4800.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,4800.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,4800.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,4800.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,4800.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,4800.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,4800.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,4800.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,4800.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,6000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,6000.0,1000.0,1.2535716216523773e-15,0.0,0.0,1.2535716216523773e-15,0.0,0.0,0.0,0.0
2.0,6000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,6000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,6000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,6000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,6000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,6000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,6000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,6000.0,0.0,1.504972242177305e-16,0.0,0.0,1.504972242177305e-16,0.0,0.0,0.0,0.0
4.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,7200.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,7200.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,7200.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,7200.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,7200.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,7200.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,7200.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,7200.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,7200.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,7000.0,0.0,1.4824085436989988e-16,0.0,0.0,1.4824085436989988e-16,0.0,0.0,0.0,0.0
3.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,8400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,8400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,8400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,8400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,8400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,8400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,8400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,8400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,8400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,9600.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,9600.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,9600.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,9600.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,9600.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,9600.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,9600.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,9600.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,9600.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,10800.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,10800.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,10800.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,10800.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,10800.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,10800.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,10800.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,10800.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,10800.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,12000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,12000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,12000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,12000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,12000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,12000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,12000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,12000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,12000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,13200.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,13200.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,13200.0,2200.0,2.2314481961371664e-16,0.0,0.0,2.2314481961371664e-16,0.0,0.0,0.0,0.0
3.0,13200.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,13200.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,13200.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,13200.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,13200.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,13200.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,14400.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,14400.0,2400.0,7.803009075391811e-16,0.0,0.0,7.803009075391811e-16,0.0,0.0,0.0,0.0
2.0,14400.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,14400.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,14400.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,14400.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,14400.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,14400.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,14400.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,15600.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,15600.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,15600.0,2600.0,6.647138328323978e-16,0.0,0.0,6.647138328323978e-16,0.0,0.0,0.0,0.0
3.0,15600.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,15600.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,15600.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,15600.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,15600.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,15600.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,16800.0,2800.0,1.1167344404585952e-16,0.0,0.0,1.1167344404585952e-16,0.0,0.0,0.0,0.0
2.0,16800.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,16800.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,16800.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,16800.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,16800.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,16800.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,16800.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,16800.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,15000.0,0.0,2.943951452106009e-16,0.0,0.0,2.943951452106009e-16,0.0,0.0,0.0,0.0
4.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,18000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,18000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,18000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,18000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,18000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,18000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,18000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,18000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,18000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
