50;50;0;0
55;45;0;0
60;40;0;0
34;33;33;0
37;34;29;0
40;33;27;0
25;25;25;25
28;26;24;22
30;27;24;19
60;60;0;0
66;54;0;0
72;48;0;0
40;40;40;0
44;40;36;0
48;40;32;0
30;30;30;30
33;31;29;27
36;32;28;24
100;100;0;0
110;90;0;0
120;80;0;0
67;67;66;0
73;66;61;0
80;67;53;0
50;50;50;50
55;52;49;44
60;53;46;41
120;120;0;0
132;108;0;0
144;96;0;0
80;80;80;0
88;80;72;0
96;80;64;0
60;60;60;60
66;62;58;54
72;64;56;48
150;150;0;0
165;135;0;0
180;120;0;0
100;100;100;0
110;100;90;0
120;100;80;0
75;75;75;75
82;77;72;69
90;80;70;60
180;180;0;0
198;162;0;0
216;144;0;0
120;120;120;0
132;120;108;0
144;120;96;0
90;90;90;90
99;93;87;81
108;96;84;72
200;200;0;0
220;180;0;0
240;160;0;0
134;133;133;0
147;134;119;0
160;133;107;0
100;100;100;100
110;103;96;91
120;107;94;79
240;240;0;0
264;216;0;0
288;192;0;0
160;160;160;0
176;160;144;0
192;160;128;0
120;120;120;120
132;124;116;108
144;128;112;96
250;250;0;0
275;225;0;0
300;200;0;0
167;167;166;0
183;166;151;0
200;167;133;0
125;125;125;125
138;130;122;110
150;133;116;101
300;300;0;0
330;270;0;0
360;240;0;0
200;200;200;0
220;200;180;0
240;200;160;0
150;150;150;150
165;155;145;135
180;160;140;120
300;300;0;0
330;270;0;0
360;240;0;0
200;200;200;0
220;200;180;0
240;200;160;0
150;150;150;150
165;155;145;135
180;160;140;120
360;360;0;0
396;324;0;0
432;288;0;0
240;240;240;0
264;240;216;0
288;240;192;0
180;180;180;180
198;186;174;162
216;192;168;144
350;350;0;0
385;315;0;0
420;280;0;0
234;233;233;0
257;234;209;0
280;233;187;0
175;175;175;175
193;181;169;157
210;187;164;139
420;420;0;0
462;378;0;0
504;336;0;0
280;280;280;0
308;280;252;0
336;280;224;0
210;210;210;210
231;217;203;189
252;224;196;168
400;400;0;0
440;360;0;0
480;320;0;0
267;267;266;0
293;266;241;0
320;267;213;0
200;200;200;200
220;207;194;179
240;213;186;161
480;480;0;0
528;432;0;0
576;384;0;0
320;320;320;0
352;320;288;0
384;320;256;0
240;240;240;240
264;248;232;216
288;256;224;192
450;450;0;0
495;405;0;0
540;360;0;0
300;300;300;0
330;300;270;0
360;300;240;0
225;225;225;225
248;233;218;201
270;240;210;180
540;540;0;0
594;486;0;0
648;432;0;0
360;360;360;0
396;360;324;0
432;360;288;0
270;270;270;270
297;279;261;243
324;288;252;216
500;500;0;0
550;450;0;0
600;400;0;0
334;333;333;0
367;334;299;0
400;333;267;0
250;250;250;250
275;258;241;226
300;267;234;199
600;600;0;0
660;540;0;0
720;480;0;0
400;400;400;0
440;400;360;0
480;400;320;0
300;300;300;300
330;310;290;270
360;320;280;240
