500;500;0;0;0;0;0;0;0;0
600;400;0;0;0;0;0;0;0;0
250;250;250;250;0;0;0;0;0;0
300;267;233;200;0;0;0;0;0;0
167;167;167;167;167;165;0;0;0;0
201;187;173;160;146;133;0;0;0;0
125;125;125;125;125;125;125;125;0;0
150;143;136;129;121;114;107;100;0;0
100;100;100;100;100;100;100;100;100;100
120;116;111;107;102;98;93;89;84;80
600;600;0;0;0;0;0;0;0;0
720;480;0;0;0;0;0;0;0;0
300;300;300;300;0;0;0;0;0;0
360;320;280;240;0;0;0;0;0;0
200;200;200;200;200;200;0;0;0;0
240;224;208;192;176;160;0;0;0;0
150;150;150;150;150;150;150;150;0;0
180;171;163;154;146;137;129;120;0;0
120;120;120;120;120;120;120;120;120;120
144;139;133;128;123;117;112;107;101;96
