5000;5000;0;0
5500;4500;0;0
6000;4000;0;0
3334;3333;3333;0
3667;3334;2999;0
4000;3333;2667;0
2500;2500;2500;2500
2750;2583;2416;2251
3000;2667;2334;1999
6000;6000;0;0
6600;5400;0;0
7200;4800;0;0
4000;4000;4000;0
4400;4000;3600;0
4800;4000;3200;0
3000;3000;3000;3000
3300;3100;2900;2700
3600;3200;2800;2400
10000;10000;0;0
11000;9000;0;0
12000;8000;0;0
6667;6667;6666;0
7333;6666;6001;0
8000;6667;5333;0
5000;5000;5000;5000
5500;5167;4834;4499
6000;5333;4666;4001
12000;12000;0;0
13200;10800;0;0
14400;9600;0;0
8000;8000;8000;0
8800;8000;7200;0
9600;8000;6400;0
6000;6000;6000;6000
6600;6200;5800;5400
7200;6400;5600;4800
15000;15000;0;0
16500;13500;0;0
18000;12000;0;0
10000;10000;10000;0
11000;10000;9000;0
12000;10000;8000;0
7500;7500;7500;7500
8250;7750;7250;6750
9000;8000;7000;6000
18000;18000;0;0
19800;16200;0;0
21600;14400;0;0
12000;12000;12000;0
13200;12000;10800;0
14400;12000;9600;0
9000;9000;9000;9000
9900;9300;8700;8100
10800;9600;8400;7200
20000;20000;0;0
22000;18000;0;0
24000;16000;0;0
13334;13333;13333;0
14667;13334;11999;0
16000;13333;10667;0
10000;10000;10000;10000
11000;10333;9666;9001
12000;10667;9334;7999
24000;24000;0;0
26400;21600;0;0
28800;19200;0;0
16000;16000;16000;0
17600;16000;14400;0
19200;16000;12800;0
12000;12000;12000;12000
13200;12400;11600;10800
14400;12800;11200;9600
25000;25000;0;0
27500;22500;0;0
30000;20000;0;0
16667;16667;16666;0
18333;16666;15001;0
20000;16667;13333;0
12500;12500;12500;12500
13750;12917;12084;11249
15000;13333;11666;10001
30000;30000;0;0
33000;27000;0;0
36000;24000;0;0
20000;20000;20000;0
22000;20000;18000;0
24000;20000;16000;0
15000;15000;15000;15000
16500;15500;14500;13500
18000;16000;14000;12000
