50;50;0;0;0;0;0;0;0;0
60;40;0;0;0;0;0;0;0;0
25;25;25;25;0;0;0;0;0;0
30;27;23;20;0;0;0;0;0;0
17;17;17;17;17;15;0;0;0;0
21;19;17;16;14;13;0;0;0;0
16;12;12;12;12;12;12;12;0;0
15;14;14;13;12;11;11;10;0;0
10;10;10;10;10;10;10;10;10;10
12;12;11;11;10;10;9;9;8;8
60;60;0;0;0;0;0;0;0;0
72;48;0;0;0;0;0;0;0;0
30;30;30;30;0;0;0;0;0;0
36;32;28;24;0;0;0;0;0;0
20;20;20;20;20;20;0;0;0;0
24;22;21;19;18;16;0;0;0;0
15;15;15;15;15;15;15;15;0;0
18;17;16;15;15;14;13;12;0;0
12;12;12;12;12;12;12;12;12;12
14;14;13;13;12;12;11;11;10;10
500;500;0;0;0;0;0;0;0;0
600;400;0;0;0;0;0;0;0;0
250;250;250;250;0;0;0;0;0;0
300;267;233;200;0;0;0;0;0;0
167;167;167;167;167;165;0;0;0;0
201;187;173;160;146;133;0;0;0;0
125;125;125;125;125;125;125;125;0;0
150;143;136;129;121;114;107;100;0;0
100;100;100;100;100;100;100;100;100;100
120;116;111;107;102;98;93;89;84;80
600;600;0;0;0;0;0;0;0;0
720;480;0;0;0;0;0;0;0;0
300;300;300;300;0;0;0;0;0;0
360;320;280;240;0;0;0;0;0;0
200;200;200;200;200;200;0;0;0;0
240;224;208;192;176;160;0;0;0;0
150;150;150;150;150;150;150;150;0;0
180;171;163;154;146;137;129;120;0;0
120;120;120;120;120;120;120;120;120;120
144;139;133;128;123;117;112;107;101;96
5000;5000;0;0;0;0;0;0;0;0
6000;4000;0;0;0;0;0;0;0;0
2500;2500;2500;2500;0;0;0;0;0;0
3000;2667;2333;2000;0;0;0;0;0;0
1667;1667;1667;1667;1667;1665;0;0;0;0
2001;1867;1733;1600;1466;1333;0;0;0;0
1250;1250;1250;1250;1250;1250;1250;1250;0;0
1500;1429;1357;1286;1214;1143;1071;1000;0;0
1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
1200;1156;1111;1067;1022;978;933;889;844;800
6000;6000;0;0;0;0;0;0;0;0
7200;4800;0;0;0;0;0;0;0;0
3000;3000;3000;3000;0;0;0;0;0;0
3600;3200;2800;2400;0;0;0;0;0;0
2000;2000;2000;2000;2000;2000;0;0;0;0
2400;2240;2080;1920;1760;1600;0;0;0;0
1500;1500;1500;1500;1500;1500;1500;1500;0;0
1800;1714;1629;1543;1457;1371;1286;1200;0;0
1200;1200;1200;1200;1200;1200;1200;1200;1200;1200
1440;1387;1333;1280;1227;1173;1120;1067;1013;960
50000;50000;0;0;0;0;0;0;0;0
60000;40000;0;0;0;0;0;0;0;0
25000;25000;25000;25000;0;0;0;0;0;0
30000;26667;23333;20000;0;0;0;0;0;0
16667;16667;16667;16667;16667;16665;0;0;0;0
20001;18667;17333;16000;14666;13333;0;0;0;0
12500;12500;12500;12500;12500;12500;12500;12500;0;0
15000;14286;13571;12857;12143;11429;10714;10000;0;0
10000;10000;10000;10000;10000;10000;10000;10000;10000;10000
12000;11556;11111;10667;10222;9778;9333;8889;8444;8000
60000;60000;0;0;0;0;0;0;0;0
72000;48000;0;0;0;0;0;0;0;0
30000;30000;30000;30000;0;0;0;0;0;0
36000;32000;28000;24000;0;0;0;0;0;0
20000;20000;20000;20000;20000;20000;0;0;0;0
24000;22400;20800;19200;17600;16000;0;0;0;0
15000;15000;15000;15000;15000;15000;15000;15000;0;0
18000;17143;16286;15429;14571;13714;12857;12000;0;0
12000;12000;12000;12000;12000;12000;12000;12000;12000;12000
14400;13867;13333;12800;12267;11733;11200;10667;10133;9600
