5000;5000;0;0
6000;4000;0;0
7000;3000;0;0
3334;3333;3333;0
4000;3333;2667;0
4667;3334;1999;0
2500;2500;2500;2500
3000;2667;2334;1999
3500;2833;2166;1501
6000;6000;0;0
7200;4800;0;0
8400;3600;0;0
4000;4000;4000;0
4800;4000;3200;0
5600;4000;2400;0
3000;3000;3000;3000
3600;3200;2800;2400
4200;3400;2600;1800
10000;10000;0;0
12000;8000;0;0
14000;6000;0;0
6667;6667;6666;0
8000;6667;5333;0
9333;6666;4001;0
5000;5000;5000;5000
6000;5333;4666;4001
7000;5667;4334;2999
12000;12000;0;0
14400;9600;0;0
16800;7200;0;0
8000;8000;8000;0
9600;8000;6400;0
11200;8000;4800;0
6000;6000;6000;6000
7200;6400;5600;4800
8400;6800;5200;3600
15000;15000;0;0
18000;12000;0;0
21000;9000;0;0
10000;10000;10000;0
12000;10000;8000;0
14000;10000;6000;0
7500;7500;7500;7500
9000;8000;7000;6000
10500;8500;6500;4500
18000;18000;0;0
21600;14400;0;0
25200;10800;0;0
12000;12000;12000;0
14400;12000;9600;0
16800;12000;7200;0
9000;9000;9000;9000
10800;9600;8400;7200
12600;10200;7800;5400
20000;20000;0;0
24000;16000;0;0
28000;12000;0;0
13334;13333;13333;0
16000;13333;10667;0
18667;13334;7999;0
10000;10000;10000;10000
12000;10667;9334;7999
14000;11333;8666;6001
24000;24000;0;0
28800;19200;0;0
33600;14400;0;0
16000;16000;16000;0
19200;16000;12800;0
22400;16000;9600;0
12000;12000;12000;12000
14400;12800;11200;9600
16800;13600;10400;7200
25000;25000;0;0
30000;20000;0;0
35000;15000;0;0
16667;16667;16666;0
20000;16667;13333;0
23333;16666;10001;0
12500;12500;12500;12500
15000;13333;11666;10001
17500;14167;10834;7499
30000;30000;0;0
36000;24000;0;0
42000;18000;0;0
20000;20000;20000;0
24000;20000;16000;0
28000;20000;12000;0
15000;15000;15000;15000
18000;16000;14000;12000
21000;17000;13000;9000
30000;30000;0;0
36000;24000;0;0
42000;18000;0;0
20000;20000;20000;0
24000;20000;16000;0
28000;20000;12000;0
15000;15000;15000;15000
18000;16000;14000;12000
21000;17000;13000;9000
36000;36000;0;0
43200;28800;0;0
50400;21600;0;0
24000;24000;24000;0
28800;24000;19200;0
33600;24000;14400;0
18000;18000;18000;18000
21600;19200;16800;14400
25200;20400;15600;10800
35000;35000;0;0
42000;28000;0;0
49000;21000;0;0
23334;23333;23333;0
28000;23333;18667;0
32667;23334;13999;0
17500;17500;17500;17500
21000;18667;16334;13999
24500;19833;15166;10501
42000;42000;0;0
50400;33600;0;0
58800;25200;0;0
28000;28000;28000;0
33600;28000;22400;0
39200;28000;16800;0
21000;21000;21000;21000
25200;22400;19600;16800
29400;23800;18200;12600
40000;40000;0;0
48000;32000;0;0
56000;24000;0;0
26667;26667;26666;0
32000;26667;21333;0
37333;26666;16001;0
20000;20000;20000;20000
24000;21333;18666;16001
28000;22667;17334;11999
48000;48000;0;0
57600;38400;0;0
67200;28800;0;0
32000;32000;32000;0
38400;32000;25600;0
44800;32000;19200;0
24000;24000;24000;24000
28800;25600;22400;19200
33600;27200;20800;14400
45000;45000;0;0
54000;36000;0;0
63000;27000;0;0
30000;30000;30000;0
36000;30000;24000;0
42000;30000;18000;0
22500;22500;22500;22500
27000;24000;21000;18000
31500;25500;19500;13500
54000;54000;0;0
64800;43200;0;0
75600;32400;0;0
36000;36000;36000;0
43200;36000;28800;0
50400;36000;21600;0
27000;27000;27000;27000
32400;28800;25200;21600
37800;30600;23400;16200
50000;50000;0;0
60000;40000;0;0
70000;30000;0;0
33334;33333;33333;0
40000;33333;26667;0
46667;33334;19999;0
25000;25000;25000;25000
30000;26667;23334;19999
35000;28333;21666;15001
60000;60000;0;0
72000;48000;0;0
84000;36000;0;0
40000;40000;40000;0
48000;40000;32000;0
56000;40000;24000;0
30000;30000;30000;30000
36000;32000;28000;24000
42000;34000;26000;18000
