1000;1000;0;0;0;0;0;0;0;0
1200;800;0;0;0;0;0;0;0;0
500;500;500;500;0;0;0;0;0;0
600;533;467;400;0;0;0;0;0;0
335;333;333;333;333;333;0;0;0;0
399;373;347;320;294;267;0;0;0;0
250;250;250;250;250;250;250;250;0;0
300;286;271;257;243;229;214;200;0;0
200;200;200;200;200;200;200;200;200;200
240;231;222;213;204;196;187;178;169;160
1200;1200;0;0;0;0;0;0;0;0
1440;960;0;0;0;0;0;0;0;0
600;600;600;600;0;0;0;0;0;0
720;640;560;480;0;0;0;0;0;0
400;400;400;400;400;400;0;0;0;0
480;448;416;384;352;320;0;0;0;0
300;300;300;300;300;300;300;300;0;0
360;343;326;309;291;274;257;240;0;0
240;240;240;240;240;240;240;240;240;240
288;277;267;256;245;235;224;213;203;192
