5000;5000;0;0;0;0;0;0;0;0
6000;4000;0;0;0;0;0;0;0;0
2500;2500;2500;2500;0;0;0;0;0;0
3000;2667;2333;2000;0;0;0;0;0;0
1667;1667;1667;1667;1667;1665;0;0;0;0
2001;1867;1733;1600;1466;1333;0;0;0;0
1250;1250;1250;1250;1250;1250;1250;1250;0;0
1500;1429;1357;1286;1214;1143;1071;1000;0;0
1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
1200;1156;1111;1067;1022;978;933;889;844;800
6000;6000;0;0;0;0;0;0;0;0
7200;4800;0;0;0;0;0;0;0;0
3000;3000;3000;3000;0;0;0;0;0;0
3600;3200;2800;2400;0;0;0;0;0;0
2000;2000;2000;2000;2000;2000;0;0;0;0
2400;2240;2080;1920;1760;1600;0;0;0;0
1500;1500;1500;1500;1500;1500;1500;1500;0;0
1800;1714;1629;1543;1457;1371;1286;1200;0;0
1200;1200;1200;1200;1200;1200;1200;1200;1200;1200
1440;1387;1333;1280;1227;1173;1120;1067;1013;960
