50;50;0;0;0;0;0;0;0;0
60;40;0;0;0;0;0;0;0;0
25;25;25;25;0;0;0;0;0;0
30;27;23;20;0;0;0;0;0;0
17;17;17;17;17;15;0;0;0;0
21;19;17;16;14;13;0;0;0;0
16;12;12;12;12;12;12;12;0;0
15;14;14;13;12;11;11;10;0;0
10;10;10;10;10;10;10;10;10;10
12;12;11;11;10;10;9;9;8;8
60;60;0;0;0;0;0;0;0;0
72;48;0;0;0;0;0;0;0;0
30;30;30;30;0;0;0;0;0;0
36;32;28;24;0;0;0;0;0;0
20;20;20;20;20;20;0;0;0;0
24;22;21;19;18;16;0;0;0;0
15;15;15;15;15;15;15;15;0;0
18;17;16;15;15;14;13;12;0;0
12;12;12;12;12;12;12;12;12;12
14;14;13;13;12;12;11;11;10;10
