50000;50000;0;0;0;0;0;0;0;0
60000;40000;0;0;0;0;0;0;0;0
25000;25000;25000;25000;0;0;0;0;0;0
30000;26667;23333;20000;0;0;0;0;0;0
16667;16667;16667;16667;16667;16665;0;0;0;0
20001;18667;17333;16000;14666;13333;0;0;0;0
12500;12500;12500;12500;12500;12500;12500;12500;0;0
15000;14286;13571;12857;12143;11429;10714;10000;0;0
10000;10000;10000;10000;10000;10000;10000;10000;10000;10000
12000;11556;11111;10667;10222;9778;9333;8889;8444;8000
60000;60000;0;0;0;0;0;0;0;0
72000;48000;0;0;0;0;0;0;0;0
30000;30000;30000;30000;0;0;0;0;0;0
36000;32000;28000;24000;0;0;0;0;0;0
20000;20000;20000;20000;20000;20000;0;0;0;0
24000;22400;20800;19200;17600;16000;0;0;0;0
15000;15000;15000;15000;15000;15000;15000;15000;0;0
18000;17143;16286;15429;14571;13714;12857;12000;0;0
12000;12000;12000;12000;12000;12000;12000;12000;12000;12000
14400;13867;13333;12800;12267;11733;11200;10667;10133;9600
