5000;5000;0;0
6000;4000;0;0
7000;3000;0;0
3334;3333;3333;0
4000;3333;2667;0
4667;3334;1999;0
2500;2500;2500;2500
3000;2667;2334;1999
3500;2833;2166;1501
6000;6000;0;0
7200;4800;0;0
8400;3600;0;0
4000;4000;4000;0
4800;4000;3200;0
5600;4000;2400;0
3000;3000;3000;3000
3600;3200;2800;2400
4200;3400;2600;1800
10000;10000;0;0
12000;8000;0;0
14000;6000;0;0
6667;6667;6666;0
8000;6667;5333;0
9333;6666;4001;0
5000;5000;5000;5000
6000;5333;4666;4001
7000;5667;4334;2999
12000;12000;0;0
14400;9600;0;0
16800;7200;0;0
8000;8000;8000;0
9600;8000;6400;0
11200;8000;4800;0
6000;6000;6000;6000
7200;6400;5600;4800
8400;6800;5200;3600
15000;15000;0;0
18000;12000;0;0
21000;9000;0;0
10000;10000;10000;0
12000;10000;8000;0
14000;10000;6000;0
7500;7500;7500;7500
9000;8000;7000;6000
10500;8500;6500;4500
18000;18000;0;0
21600;14400;0;0
25200;10800;0;0
12000;12000;12000;0
14400;12000;9600;0
16800;12000;7200;0
9000;9000;9000;9000
10800;9600;8400;7200
12600;10200;7800;5400
20000;20000;0;0
24000;16000;0;0
28000;12000;0;0
13334;13333;13333;0
16000;13333;10667;0
18667;13334;7999;0
10000;10000;10000;10000
12000;10667;9334;7999
14000;11333;8666;6001
24000;24000;0;0
28800;19200;0;0
33600;14400;0;0
16000;16000;16000;0
19200;16000;12800;0
22400;16000;9600;0
12000;12000;12000;12000
14400;12800;11200;9600
16800;13600;10400;7200
25000;25000;0;0
30000;20000;0;0
35000;15000;0;0
16667;16667;16666;0
20000;16667;13333;0
23333;16666;10001;0
12500;12500;12500;12500
15000;13333;11666;10001
17500;14167;10834;7499
30000;30000;0;0
36000;24000;0;0
42000;18000;0;0
20000;20000;20000;0
24000;20000;16000;0
28000;20000;12000;0
15000;15000;15000;15000
18000;16000;14000;12000
21000;17000;13000;9000
