25000;25000;0;0;0;0;0;0;0;0
30000;20000;0;0;0;0;0;0;0;0
12500;12500;12500;12500;0;0;0;0;0;0
15000;13333;11667;10000;0;0;0;0;0;0
8335;8333;8333;8333;8333;8333;0;0;0;0
9999;9333;8667;8000;7334;6667;0;0;0;0
6250;6250;6250;6250;6250;6250;6250;6250;0;0
7500;7143;6786;6429;6071;5714;5357;5000;0;0
5000;5000;5000;5000;5000;5000;5000;5000;5000;5000
6000;5778;5556;5333;5111;4889;4667;4444;4222;4000
30000;30000;0;0;0;0;0;0;0;0
36000;24000;0;0;0;0;0;0;0;0
15000;15000;15000;15000;0;0;0;0;0;0
18000;16000;14000;12000;0;0;0;0;0;0
10000;10000;10000;10000;10000;10000;0;0;0;0
12000;11200;10400;9600;8800;8000;0;0;0;0
7500;7500;7500;7500;7500;7500;7500;7500;0;0
9000;8571;8143;7714;7286;6857;6429;6000;0;0
6000;6000;6000;6000;6000;6000;6000;6000;6000;6000
7200;6933;6667;6400;6133;5867;5600;5333;5067;4800
